respondent_id,persona_label,Q1_age,Q2_gender,Q3_state,Q4_location,Q5_income,Q6_edu_level,Q7_stream,Q8_board,Q9_academic_perf,Q10_career_clarity,Q11_challenges,Q12_past_guidance,Q13_guidance_satisfaction,Q14_decision_urgency,Q15_subject_interests,Q16_career_domain,Q17_learning_style,Q18_top_skills,Q19_influencers,Q20_who_pays,Q21_career_factors,Q22_past_spending,Q23_info_sources,Q24_missing_gap,Q25_psych_fear_wrong_choice,Q25_psych_prefer_independent,Q25_psych_financial_over_passion,Q25_psych_risk_tolerance,Q25_psych_long_term_thinking,Q26_feature_prefs,Q27_tradeoff_wtp,Q28_monthly_wtp,Q29_onetime_wtp,Q30_primary_source,Q31_platform_adoption,wtp_monthly_numeric,urgency_score,income_numeric,clarity_score,psycho_composite
R1583,Anxious Achiever,15-17,Male,Kerala,Metro city,Rs5-10L,Class 12,Not decided,State Board,Above 90%,Mostly clear,Dont know my strengths|Family pressure,Never received guidance,3 - Neutral,3-6 months,Design Art Media|Government Policy|Medicine Healthcare,Creative Arts Media Design|Defence and Public Service|Emerging fields,Peer discussions,Empathy interpersonal skills|Leadership teamwork|Technical coding skills,Parents / guardians,Joint decision,Help society,Coaching classes (JEE NEET etc),Coaching institutes,Open text response,5,2,3,1,4,College and exam recommender|Scholarship finder,1-on-1 professional session,Nothing - free only,Yes up to Rs499,Coaching institute,Neutral,0,2,750000.0,2,3.0
R1584,Confused Drifter,15-17,Female,Uttar Pradesh,Metro city,Rs5-10L,Class 12,Science PCB,State Board,Below 60%,Just exploring,Fear of wrong choice|Unaware of emerging careers,Never received guidance,NA,1-2 years,Business Finance Economics|Science Physics Chemistry Biology,Business Finance Entrepreneurship|Education and Research|Technology and Engineering,Gamified learning|Live classes|Watching videos,Mathematical ability,Friends / peers|Teachers / counsellors,Parents decide and pay,High earning potential|Job security and stability|Location flexibility,Private career counsellor session,Parents / family,Open text response,3,3,3,2,4,Peer community forums|Personalised roadmap,3mo platform access,Up to Rs99/mo,Yes up to Rs199,Family / relatives,Unlikely to use,70,4,750000.0,3,3.0
R1585,Focused Climber,21-23,Male,Rajasthan,Tier-3 city,Below Rs2L,Class 10,Science PCM,State Board,Not applicable,Completely clear,Fear of wrong choice,Online platform,3 - Neutral,6-12 months,Business Finance Economics,Law and Civil Services,Hands-on projects|Live classes,Communication public speaking|Creative thinking design|Leadership teamwork,Extended family|No one - still figuring out,Parents decide and pay,Social status / prestige|Work-life balance,Nothing - never paid|Private career counsellor session,Google / web search|YouTube,Open text response,3,4,4,4,4,1-on-1 mentorship|College and exam recommender,Detailed career report,Rs300-499/mo,Yes up to Rs499,Online career platform,Likely would use,400,3,100000.0,1,3.8
R1586,Pragmatic Follower,15-17,Male,Kerala,Tier-2 city,Rs2-5L,Class 12,Science PCB,CBSE,80-90%,Somewhat confused,Unaware of emerging careers,Family/friends only,4 - Satisfied,6-12 months,Medicine Healthcare|Science Physics Chemistry Biology,Emerging fields|Medicine and Healthcare|Technology and Engineering,Hands-on projects|Peer discussions,Empathy interpersonal skills|Technical coding skills,Friends / peers|Parents / guardians,Joint decision,Social status / prestige|Work-life balance,Test prep apps / subscriptions,I dont search - feel lost|Teachers / school|YouTube,Open text response,2,3,4,2,4,College and exam recommender|Personalised roadmap|Salary and job demand dashboard,3mo platform access,Up to Rs99/mo,Yes up to Rs499,I dont use anything,Likely would use,70,3,350000.0,4,3.0
R1587,Anxious Achiever,15-17,Male,Maharashtra,Metro city,Rs5-10L,Class 10,Science PCB,State Board,80-90%,Somewhat confused,Family pressure|Fear of wrong choice,Never received guidance,4 - Satisfied,3-6 months,Agriculture Environment|Business Finance Economics|Literature Languages,Medicine and Healthcare|Social Work Development|Technology and Engineering,Peer discussions|Reading articles/books|Watching videos,Research writing|Technical coding skills,Parents / guardians,I decide - parents pay,High earning potential,Nothing - never paid,Career apps / websites|YouTube,Open text response,5,2,3,2,3,AI chatbot 24/7|Personalised roadmap|Scholarship finder,3mo platform access,Rs100-299/mo,Yes up to Rs199,Online career platform,Neutral,200,2,750000.0,4,3.0
R1588,Focused Climber,21-23,Female,Punjab,Metro city,Rs10-20L,PG / Other,Science PCM,State Board,80-90%,Completely clear,Unaware of emerging careers,Family/friends only,2 - Dissatisfied,3-6 months,Agriculture Environment|Law Social Sciences|Mathematics Statistics,Emerging fields|Sports Fitness Wellness|Technology and Engineering,Gamified learning|Live classes|Watching videos,Communication public speaking,Teachers / counsellors,I decide - parents pay,Location flexibility|Scope for growth,Online courses / certifications,Parents / family|Teachers / school|YouTube,Open text response,2,4,4,4,5,AI chatbot 24/7|Scholarship finder,Detailed career report,Rs100-299/mo,Yes above Rs999,Coaching institute,Likely would use,200,2,1500000.0,1,3.8
R1589,Confused Drifter,15-17,Female,West Bengal,Tier-2 city,Rs5-10L,Class 12,Commerce with Maths,State Board,Not applicable,Very confused,Dont know my strengths|Unaware of emerging careers,Online platform,2 - Dissatisfied,1-2 years,Business Finance Economics|Government Policy|Mathematics Statistics,Business Finance Entrepreneurship|Creative Arts Media Design|Law and Civil Services,Live classes,Communication public speaking|Creative thinking design|Mathematical ability,No one - still figuring out|Teachers / counsellors,I decide and pay myself,High earning potential|Personal passion|Scope for growth,Online courses / certifications,I dont search - feel lost|Social media,Open text response,4,3,4,3,3,1-on-1 mentorship|College and exam recommender|Personalised roadmap,3mo platform access,Rs100-299/mo,No - would not pay,Family / relatives,Definitely would use,200,4,750000.0,5,3.4
R1590,Confused Drifter,15-17,Male,Maharashtra,Metro city,Rs5-10L,UG 2nd year+,Not decided,CBSE,80-90%,Mostly clear,Family pressure|Unaware of emerging careers,School counsellor (free),2 - Dissatisfied,Within 3 months,Agriculture Environment|Business Finance Economics|Government Policy,Business Finance Entrepreneurship|Creative Arts Media Design|Medicine and Healthcare,Live classes,Mathematical ability|Not sure yet,Extended family,I decide - parents pay,Help society|Personal passion,Coaching classes (JEE NEET etc),Parents / family|Social media,Open text response,5,3,3,3,2,1-on-1 mentorship|Psychometric tests,Exam study plan,Rs500-999/mo,Yes up to Rs499,Social media,Definitely would use,750,1,750000.0,2,3.2
R1591,Confused Drifter,18-20,Female,Uttar Pradesh,Tier-2 city,Rs2-5L,Class 12,Commerce without Maths,IB,60-70%,Very confused,No access to mentors,Family/friends only,2 - Dissatisfied,6-12 months,Business Finance Economics,Law and Civil Services|Technology and Engineering,Live classes,Creative thinking design,No one - still figuring out|Teachers / counsellors,I decide - parents pay,Help society|Personal passion,Study materials / books,Coaching institutes|Social media,Open text response,4,2,4,3,1,Peer community forums,3mo platform access,Rs100-299/mo,No - would not pay,Online career platform,Likely would use,200,3,350000.0,5,2.8
R1592,Confused Drifter,15-17,Female,Madhya Pradesh,Tier-3 city,Prefer not to say,Class 11,Science PCB,CBSE,60-70%,Very confused,Too many options,Never received guidance,NA,More than 2 years,Design Art Media|Science Physics Chemistry Biology,Emerging fields|Law and Civil Services|Medicine and Healthcare,Hands-on projects|Reading articles/books,Communication public speaking|Technical coding skills,No one - still figuring out,Joint decision,Personal passion,Nothing - never paid,I dont search - feel lost|Parents / family,Open text response,3,2,3,2,2,Psychometric tests|Salary and job demand dashboard|Scholarship finder,Detailed career report,Nothing - free only,Yes up to Rs499,Family / relatives,Neutral,0,5,,5,2.4
R1593,Pragmatic Follower,18-20,Male,Odisha,Tier-2 city,Rs2-5L,Class 10,Vocational / Diploma,CBSE,Not applicable,Completely clear,No access to mentors,Online platform,4 - Satisfied,6-12 months,Business Finance Economics|Literature Languages|Medicine Healthcare,Business Finance Entrepreneurship|Medicine and Healthcare|Sports Fitness Wellness,Peer discussions|Watching videos,Analytical logical thinking|Research writing,Online influencers / social media,Joint decision,Job security and stability|Scope for growth,Online courses / certifications|Test prep apps / subscriptions,Career apps / websites|I dont search - feel lost|YouTube,Open text response,2,2,3,2,3,AI chatbot 24/7|Personalised roadmap|Scholarship finder,3mo platform access,Up to Rs99/mo,Yes up to Rs199,YouTube,Neutral,70,3,350000.0,1,2.4
R1594,Anxious Achiever,15-17,Male,Rajasthan,Tier-2 city,Rs10-20L,Class 11,Science PCM,CBSE,Above 90%,Mostly clear,No access to mentors,Family/friends only,3 - Neutral,6-12 months,Law Social Sciences|Mathematics Statistics|Science Physics Chemistry Biology,Business Finance Entrepreneurship|Emerging fields,Live classes|Peer discussions|Watching videos,Analytical logical thinking|Leadership teamwork|Not sure yet,Online influencers / social media,Not sure,High earning potential|Location flexibility,Online courses / certifications|Study materials / books,Coaching institutes|I dont search - feel lost,Open text response,5,3,4,2,5,Personalised roadmap|Psychometric tests,Detailed career report,Nothing - free only,Yes up to Rs199,Family / relatives,Definitely would use,0,3,1500000.0,2,3.8
R1595,Curious Explorer,18-20,Male,Gujarat,Metro city,Rs5-10L,Class 11,Commerce with Maths,CBSE,70-80%,Somewhat confused,Too many options,Private counsellor (paid),3 - Neutral,More than 2 years,Business Finance Economics|Government Policy|Mathematics Statistics,Medicine and Healthcare|Social Work Development,Gamified learning|Live classes|Reading articles/books,Leadership teamwork,No one - still figuring out|Parents / guardians,I decide and pay myself,Help society|High earning potential|Personal passion,Study materials / books,Career apps / websites|Coaching institutes,Open text response,3,4,3,4,3,AI chatbot 24/7|Personalised roadmap|Psychometric tests,Detailed career report,Rs300-499/mo,No - would not pay,YouTube,Neutral,400,5,750000.0,4,3.4
R1596,Focused Climber,18-20,,West Bengal,Rural / Village,Rs2-5L,UG 1st year,Science PCB,Other,80-90%,Very confused,Dont know exams needed,Online platform,4 - Satisfied,3-6 months,Agriculture Environment|Literature Languages|Science Physics Chemistry Biology,Medicine and Healthcare|Sports Fitness Wellness,Hands-on projects,Analytical logical thinking|Empathy interpersonal skills|Technical coding skills,Parents / guardians|Teachers / counsellors,I decide - parents pay,Work-life balance,Coaching classes (JEE NEET etc),Parents / family|Teachers / school,Open text response,2,4,4,4,5,College and exam recommender|Personalised roadmap|Salary and job demand dashboard,1-on-1 professional session,Up to Rs99/mo,Yes above Rs999,Google / web search,Likely would use,70,2,350000.0,5,3.8
R1597,Confused Drifter,21-23,Male,Andhra Pradesh,Tier-3 city,Rs5-10L,Class 10,Vocational / Diploma,State Board,70-80%,Somewhat confused,Fear of wrong choice|No access to mentors,Family/friends only,3 - Neutral,6-12 months,Mathematics Statistics|Science Physics Chemistry Biology,Defence and Public Service|Emerging fields,Live classes|Watching videos,Communication public speaking,Extended family|Friends / peers,Joint decision,Personal passion|Social status / prestige,Nothing - never paid,Coaching institutes|I dont search - feel lost|Teachers / school,Open text response,4,2,4,3,2,1-on-1 mentorship|AI chatbot 24/7|Psychometric tests,3mo platform access,Rs300-499/mo,No - would not pay,Family / relatives,Likely would use,400,3,750000.0,4,3.0
R1598,Confused Drifter,18-20,Female,Andhra Pradesh,Tier-2 city,Rs5-10L,Class 10,Commerce with Maths,State Board,70-80%,Just exploring,Dont know my strengths|Unaware of emerging careers,Never received guidance,3 - Neutral,1-2 years,Science Physics Chemistry Biology,Emerging fields|Social Work Development,Gamified learning|Reading articles/books|Watching videos,Empathy interpersonal skills|Research writing,Parents / guardians|Teachers / counsellors,Joint decision,Job security and stability|Location flexibility,Nothing - never paid,Career apps / websites,Open text response,3,3,3,2,3,AI chatbot 24/7|Psychometric tests,Would not spend Rs499,Nothing - free only,Yes up to Rs999,Family / relatives,Likely would use,0,4,750000.0,3,2.8
R1599,Curious Explorer,15-17,Female,Tamil Nadu,Tier-3 city,Below Rs2L,Class 12,Commerce with Maths,Other,70-80%,Completely clear,Dont know my strengths,Family/friends only,4 - Satisfied,1-2 years,Business Finance Economics|Law Social Sciences|Technology Computers AI,Business Finance Entrepreneurship|Defence and Public Service|Technology and Engineering,Hands-on projects|Live classes,Communication public speaking,Friends / peers,Parents decide and pay,Help society|Personal passion|Work-life balance,Nothing - never paid,Coaching institutes|YouTube,Open text response,2,3,3,5,3,Scholarship finder,Exam study plan,Up to Rs99/mo,No - would not pay,Family / relatives,Definitely would use,70,4,100000.0,1,3.2
R1600,Confused Drifter,Under 15,Male,Uttar Pradesh,Rural / Village,Below Rs2L,Class 11,Science PCB,ICSE / ISC,60-70%,Somewhat confused,Dont know exams needed|Dont know my strengths,Family/friends only,2 - Dissatisfied,6-12 months,Science Physics Chemistry Biology,Creative Arts Media Design|Defence and Public Service|Technology and Engineering,Hands-on projects|Peer discussions,Empathy interpersonal skills|Mathematical ability|Research writing,Friends / peers|Online influencers / social media,I decide - parents pay,Personal passion|Scope for growth|Work-life balance,Nothing - never paid,Coaching institutes,Open text response,3,3,3,2,2,Salary and job demand dashboard,Detailed career report,Up to Rs99/mo,Yes up to Rs199,YouTube,Neutral,70,3,100000.0,4,2.6
R1601,Pragmatic Follower,18-20,Male,Karnataka,Tier-3 city,Rs10-20L,UG 2nd year+,Commerce without Maths,State Board,70-80%,Somewhat confused,Fear of wrong choice|Financial constraints,School counsellor (free),1 - Very dissatisfied,More than 2 years,Business Finance Economics|Medicine Healthcare|Science Physics Chemistry Biology,Business Finance Entrepreneurship|Law and Civil Services|Medicine and Healthcare,Gamified learning|Hands-on projects|Peer discussions,Mathematical ability,Myself - independent|Online influencers / social media,Parents decide and pay,High earning potential|Job security and stability|Personal passion,Private career counsellor session,Career apps / websites|Coaching institutes|YouTube,Open text response,4,3,4,3,3,AI chatbot 24/7|Psychometric tests,Detailed career report,Above Rs1000/mo,Yes up to Rs999,Family / relatives,Definitely would use,1200,5,1500000.0,4,3.4
